序号,岗位类别,岗位名称,薪酬,地点,学历要求,经验要求,企业名称,企业规模,所属地域,所属行业,岗位职责,岗位要求
294,算法工程师,图像处理算法工程师,10-15k,南京-栖霞区,经验不限-硕士-图像识别-图像处理-算法研究-Keras-Halcon-Caffe-OpenCV-TensorFlow-PyTorch,经验不限-硕士-图像识别-图像处理-算法研究-Keras-Halcon-Caffe-OpenCV-TensorFlow-PyTorch,江苏集萃激光科技有限公司,电子/半导体/集成电路-1-49人,南京-栖霞区,电子/半导体/集成电路-1-49人,"岗位职责：
1、 负责AI视觉相关产品的算法研究； 
2、 负责视频及图像识别平台的规划与架构设计、技术选型、规范制定； 
3、 负责视频及图像识别平台的研发，解决开发过程的各类技术问题； 
4、 负责光学检测设备中的数据模拟，计算，和分析；
5、跟踪、研究和应用人工智能相关前沿技术，持续对视频及图像识别平台进行性能优化、功能改善以及稳定性提升。 

","岗位要求： 
1、硕士及以上学历，光学，物理，应用数学，计算机，或相关专业；
2、熟悉 OpenCV、Halcon、SLAM，Stereo Depth 等一种及以上视觉算法库，熟悉常用的图像处理算法及具体实现；
3、掌握机器学习、深度学习等相关知识，熟练掌握Pytorch/Tensorflow/Keras/Caffe等社区开源工具中的一种及以上；
4、熟练掌握 C++、C#、Python 等编程语言中的一种或几种； 
5、有较强的沟通能力，抗压能力，执行力，工作认真细致，责任心强，具有良好的学习能力和创新能力，具有良好的文档编写能力。"
295,算法工程师,图像处理算法工程师,15-24k·14薪,深圳-龙岗区,5-10年-本科-图像处理-C++-算法开发-OpenCV-360环视系统-ARM开发-unix-Linux,5-10年-本科-图像处理-C++-算法开发-OpenCV-360环视系统-ARM开发-unix-Linux,深圳市富创优越科技有限公司,通信设备-天使轮-500-999人,深圳-龙岗区,通信设备-天使轮-500-999人,,"岗位要求：
1.	负责鱼眼摄像头lens矫正，内参标定和多路摄像头外参标定（离线、在线标定）。
2.	负责环视多路摄像头2D和3D拼接和优化。
3.	负责环视多路摄像头亮度和颜色均衡。
4.	负责360全景拼接算法的研发，环视新功能开发，单视角矫正，环视画面前端输入，网络推流。
5.	项目支持及相关文档的撰写。

任职要求： 
1.	本科及以上学历，通信工程、计算机、电子信息工程、自动化、测控等相关方向毕业，5年以上软件开发经验。
2.	熟悉360环视实现的基本原理、标定流程，有图象处理(特征匹配、特征提取、图像拼接、边缘检测、图像降噪、畸变矫正、尺寸测量等)及360全景图像拼接、相机在线标定等相关经验。
3.	熟悉基于ARM Linux应用开发，多线程编程、TCP/UDP网络编程，熟悉常用网络协议RTSP。 
4.	掌握基于OpenCV算法库的应用及开发，有GPU、OpenGL、OpenCL、CUDA等并行编程语言开发经验。
5.	熟悉Unix/Linux环境编程，了解LINUX操作系统原理及内核实现机制，熟练掌握C/C++编程语言。有嵌入式移植经验或算法优化经验。
6.	自学及动手能力强，	热爱图形图像、增强现实技术，有意从事相关算法开发。

有以下能力或经历优先：
？	Linux 驱动开发或应用开发经验（出于兴趣或自身对行业发展趋势判断往图像处理方向转岗）。
？	熟悉相机标定、畸变校正、视觉处理等方面相关理论知识点。
？	丰富的基于C++语言的图像处理编程经验，能对常用图像处理算法性能进行优化。
？	了解AI开发常用开发环境及工具。"
296,算法工程师,图像处理算法工程师,25-35k,深圳-龙岗区,1-3年-硕士-图像优化-图像处理-雷达成像-Python-Matlab,1-3年-硕士-图像优化-图像处理-雷达成像-Python-Matlab,宏济医疗,医疗器械-100-499人,深圳-龙岗区,医疗器械-100-499人,"1. 负责内窥镜ISP部分算法的开发。
2. 负责内窥镜部分图像增强算法的开发。
3. 与FPGA工程师将算法移植到公司的开发平台中。
","任职要求：
1、2年及以上工作经验，硕士及以上学历；

2、专业技能要求：

（1）掌握以下至少一种编程语言：C、C++、MATLAB、Python等；

（2）熟悉ISP开发流程，理解Sensor成像技术；

（3）熟悉图像处理算法映射到FPGA的基本原理，具备算法定点化开发基础；

（4）有二维图像处理或视频图像优化的实际项目经验；

（5）有FPGA开发、Simulink代码生成、CUDA或OpenGL并行开发实际项目经验者优先；

3、有较强的沟通能力、团队合作意识及承压能力；"
297,算法工程师,图像处理算法工程师,12-18k,成都-双流区,1-3年-硕士-ads-hfss-cadence,1-3年-硕士-ads-hfss-cadence,航天科工微电子系统研究院有限公司,航空/航天设备-100-499人,成都-双流区,航空/航天设备-100-499人,,
298,算法工程师,图像处理算法工程师,30-40k,北京-通州区,1-3年-硕士-雷达成像-图像重建-成像算法-Matlab,1-3年-硕士-雷达成像-图像重建-成像算法-Matlab,海尔集团(青岛)金融控股有限公司,基金/证券/期货-10000人以上,北京-通州区,基金/证券/期货-10000人以上,"职责描述：
1、射线源，机械结构，滤过装置及检测器等子系统的误差校正；
2、影像链关键子系统和部件的影响图像质量的需求分析及架构设计；
3、系统成像相关的信号/图像处理算法的设计及性能评估及优化；
4、低剂量成像系统解决方案； 
5、开发仿真平台用于设计方案的性能评估，需求设计，新技术预研及问题定位； 
6、图像性能的系统调试，图像质量问题定位及未来新技术研究 。
","任职要求：
1、系统工程、物理、数学、计算机科学、信息、图像处理、生物医学工程等相关专业，硕士及以上；
2、熟练Matlab，C/C++编程；
3、有软件项目开发经验，理解面向对象； 
4、具有成像系统的物理背景或图像重建，CT和DRR算法的研发优化经验；
5、优先考虑具有大型成像系统集成，验证，维护经验者。"
299,算法工程师,图像处理算法工程师,25-35k,上海,3-5年-本科-数字图像-模式识别-图像处理-图像识别-C++,3-5年-本科-数字图像-模式识别-图像处理-图像识别-C++,某上海电子/芯片/半导体公司,电子/半导体/集成电路-B轮-50-99人,上海,电子/半导体/集成电路-B轮-50-99人,"职位信息：
1.在了解客户业务逻辑的基础上，负责图像处理算法模型的搭建，初步实现与验证；
2.将算法转化为软件设计方案，配合软件工程师完成功能开发；
3.熟悉MVS，机器视觉识别的算法及熟练使用相关开发软件
4.负责带领团队进行开发。
","任职要求：
1.211院校毕业，理工科专业背景；
2.会C++或C#语言；
3.3年及以上计算机视觉，数字图像处理以及模式识别等相关工作经验，需要熟练使用OpenCV里的常用库函数，具备丰富的实际项目经验；
4.能够深刻理解图像算法的底层逻辑（定位、识别、量测等）；
5.有项目主导经验者优先。"
300,算法工程师,图像处理算法工程师,25-35k,上海,3-5年-本科-数字图像-模式识别-图像处理-图像识别-C++,3-5年-本科-数字图像-模式识别-图像处理-图像识别-C++,某上海电子/芯片/半导体公司,电子/半导体/集成电路-B轮-50-99人,上海,电子/半导体/集成电路-B轮-50-99人,"职位信息：
1.在了解客户业务逻辑的基础上，负责图像处理算法模型的搭建，初步实现与验证；
2.将算法转化为软件设计方案，配合软件工程师完成功能开发；
3.熟悉MVS，机器视觉识别的算法及熟练使用相关开发软件
4.负责带领团队进行开发。
","任职要求：
1.211院校毕业，理工科专业背景；
2.会C++或C#语言；
3.3年及以上计算机视觉，数字图像处理以及模式识别等相关工作经验，需要熟练使用OpenCV里的常用库函数，具备丰富的实际项目经验；
4.能够深刻理解图像算法的底层逻辑（定位、识别、量测等）；
5.有项目主导经验者优先。"
301,算法工程师,图像处理算法工程师,25-35k,上海,3-5年-本科-数字图像-模式识别-图像处理-图像识别-C++,3-5年-本科-数字图像-模式识别-图像处理-图像识别-C++,某上海电子/芯片/半导体公司,电子/半导体/集成电路-B轮-50-99人,上海,电子/半导体/集成电路-B轮-50-99人,"职位信息：
1.在了解客户业务逻辑的基础上，负责图像处理算法模型的搭建，初步实现与验证；
2.将算法转化为软件设计方案，配合软件工程师完成功能开发；
3.熟悉MVS，机器视觉识别的算法及熟练使用相关开发软件
4.负责带领团队进行开发。
","任职要求：
1.211院校毕业，理工科专业背景；
2.会C++或C#语言；
3.3年及以上计算机视觉，数字图像处理以及模式识别等相关工作经验，需要熟练使用OpenCV里的常用库函数，具备丰富的实际项目经验；
4.能够深刻理解图像算法的底层逻辑（定位、识别、量测等）；
5.有项目主导经验者优先。"
302,算法工程师,图像处理算法工程师,18-28k,深圳-南山区,1-3年-硕士-图像处理-算法识别-图像学习-OpenCV,1-3年-硕士-图像处理-算法识别-图像学习-OpenCV,依瞳,人工智能-A轮-50-99人,深圳-南山区,人工智能-A轮-50-99人,"岗位职责：
1.负责图像分类，目标检测，实例分割等算法的开发和辅助工作
2.负责异常检测领域(图像类)半监督学习算法的开发和辅助工作
3.负责主动学习算法的开发和辅助工作
4.负责传统图像处理算法的适配和调优工作

","岗位要求：
1.计算机、机器学习、人工智能、自动化等相关专业，2年以上相关工作经验。
2.扎实的编程基础，熟悉C++/Python等编程语言, 熟悉git等版本管理工具; 熟悉PyTorch深度学习框架
3.有良好的编程风格，良好的文档习惯，及时按照要求撰写技术文档
4.有相关项目或实习经历经验优先，包含但不仅限于图像分类、目标检测、语义分割、实例分割等等
5.有Active Learning/MLOps相关项目开发经验者优先
6.实践动手能力强，参加ACM-ICPC，KDD、kaggle、天池等竞赛，并取得优异成绩者优先"
303,算法工程师,图像处理算法工程师,10-18k,长沙-岳麓区,3-5年-本科-图像处理-图像优化-图像分析,3-5年-本科-图像处理-图像优化-图像分析,湖南源信光电科技股份有限公司,电子/半导体/集成电路-100-499人,长沙-岳麓区,电子/半导体/集成电路-100-499人,"职责描述：
1、负责基于海思等硬件平台的ISP图像处理、调试优化等图像相关开发工作；
2、负责海思等硬件平台ISP相关的问题处理、bug解决；
3、参与海思等硬件平台的系统设计、详细设计；

","任职要求：
1、本科及以上学历，电子、计算机相关专业，熟悉3A原理，熟悉ISP Pipeline，3年以上调试经验；
2、精通图像质量分析和评估，理解摄像头图像处理算法原理，有较丰富的产品开发经验；
3、有独立C/C++开发编程能力
4、有较强的技术文档收集和理解能力，良好的英文阅读技能；
5、责任心强，有良好的团队合作意识和沟通能力，较强的学习能力，能够承受工作压力，愿意接受新事物的挑战；"
304,算法工程师,图像处理算法工程师(目标检测识别),28-45k·14薪,深圳-南山区,3-5年-统招本科-算法识别-模式识别-图像处理-深度学习-Matlab-OpenCV-TensorFlow-PyTorch,3-5年-统招本科-算法识别-模式识别-图像处理-深度学习-Matlab-OpenCV-TensorFlow-PyTorch,锐思智芯,电子/半导体/集成电路-A轮-50-99人,深圳-南山区,电子/半导体/集成电路-A轮-50-99人,"岗位职责：
1.负责目标检测、识别等相关算法的研发；
2.开发适合DVS的算法；
3.与其它工程师配合，移植到相应平台上。
","岗位要求：
1.熟悉深度学习基本理论，常见的图像处理算法；
2.熟悉常见的目标检测类算法，如RCNN类、YOLO类等；
3.有模型压缩、剪枝等经验更佳；
4.熟悉Pytorch、Tensorflow、OpenCV等框架；
5.熟悉C/C++、python、matlab，较好的编程能力。"
305,算法工程师,图像处理算法工程师（AR/VR/3d/slam方向）,28-45k·14薪,深圳-南山区,3-5年-硕士-AR算法-VR算法-SLAM算法-VIO算法,3-5年-硕士-AR算法-VR算法-SLAM算法-VIO算法,锐思智芯,电子/半导体/集成电路-A轮-50-99人,深圳-南山区,电子/半导体/集成电路-A轮-50-99人,"岗位职责：
1. 负责基于APS和EVS的双目、结构光算法开发；
2. 负责基于APS和EVS的SLAM、VIO算法开发；
3. 负责基于APS和EVS的相关视觉算法开发。
","岗位要求:
1. 硕士及以上学历，3年以上AR/VR/3d/slam算法经验。
2. 熟悉常见的图像处理算法，如去噪、特征提取、图像标定等；
3. 熟悉 state-of-the-art 的视觉 SLAM 和 VIO 算法；
扎实的数据基础，熟悉多视几何、非线性优化等；
5. 熟练使用C/C++编程，熟悉python，优秀的工程实现能力
6. 熟悉opencv、pytorch、tensorflow等
"
306,算法工程师,图像处理算法工程师（ISP）,28-40k·14薪,深圳-南山区,3-5年-硕士-图像处理-算法开发,3-5年-硕士-图像处理-算法开发,锐思智芯,电子/半导体/集成电路-A轮-50-99人,深圳-南山区,电子/半导体/集成电路-A轮-50-99人,"岗位职责：
1.负责ISP pipeline及相关模块的算法开发、优化
2.与ASIC设计人员对接，完成ISP算法的ASIC实现

","岗位要求：
1.硕士及以上学历
2.熟悉常见的图像处理算法
3.熟悉ISP pipeline及相关模块算法，如\demosaic\denoise\3A\HDR\DPC\LSC等
4.熟悉C/C++，matlab较好的编程能力"
307,算法工程师,图像处理算法工程师,12-20k·13薪,沈阳-沈河区,3-5年-硕士-图像处理-算法研究-C++,3-5年-硕士-图像处理-算法研究-C++,CT制造商,医疗器械-D轮及以上-100-499人,沈阳-沈河区,医疗器械-D轮及以上-100-499人," 图像处理算法工程师
职责描述:
1、根据产品需求，进行医学影像处理相关算法的研发，涉及影像3D可视化，心、脑、肺不同组织器官的影像分割，影像配准与融合等核心算法；
2、完成所负责算法的可行性报告、设计报告；
3、负责算法模块的实现与集成测试，保证所开发模块的交付质量。
","岗位要求：
1、硕士及以上学历，计算机应用、图像处理、计算数学等相关专业；1年以上研发经验；
2、精通c/c++等开发语言，熟悉相关规范及开发调试工具；
3、具有较好的文档组织能力，具备良好的查阅专业文献、专利的能力；
4、具有医学影像工作站研发经验、具有医学影像处理算法研发经验者优先；
5、英文读写熟练；

（优秀应届毕业生可不受限于工作经验）"
308,算法工程师,P030303视频图像处理算法工程师,14-25k·16薪,杭州-滨江区,经验不限-硕士,经验不限-硕士,北京航空航天大学杭州创新研究院,其他行业-100-499人,杭州-滨江区,其他行业-100-499人," 有意向人员请前往北航杭研院人才招聘网（杭研院官网→招才引智→人才招聘网）注册，登陆填写信息后投递，每人限报1个岗位。

""岗位描述：
1.岗位职责：负责视频图像处理系统的研发、优化与落地部署。工作内容包括但不限于：视频图像增强、视频图像内容分析，涉及领域包括但不限于：安防监控、交通监控、辅助驾驶、智慧园区等。
2.项目团队专注多维信息融合智能感知与计算的相关研究，在智能感知、视频清晰化、视频内容分析理解等领域积累了丰富的经验和研究成果。团队依托北航杭研院承担国家重点科研项目，同时与海康威视、华为等企业展开工程合作，能够为个人发展提供科研、工程双方面的有力支撑。

","岗位要求：
1.硕士研究生及以上学历，图像处理、计算机视觉、模式识别、计算机科学与技术、光学工程、电子信息等相关专业；
2.熟悉ISP、特征提取、图像匹配、图像增强等基本图像处理算法；
3.掌握Python、Java、C++语言中的至少一种，熟悉OpenCV的使用。
4.原则上年龄不超过35周岁。""
"
309,算法工程师,图像处理算法研究（图像配准和对齐）,20-40k·13薪,杭州-滨江区,经验不限-硕士-图像配准-优化算法-算法优化-算法研究-图像处理-深度学习-OpenCV,经验不限-硕士-图像配准-优化算法-算法优化-算法研究-图像处理-深度学习-OpenCV,虹软科技股份有限公司,计算机软件-500-999人,杭州-滨江区,计算机软件-500-999人,"工作职责
1. 图像处理算法研究（图像配准和对齐）；
","任职资格 
1. 硕士及以上学历，图像处理、计算机视觉相关方向；
2. 熟悉特征点提取，匹配，相机模型，图像滤波等CV算法基础知识，熟悉常用的非线性优化算法；
3. 熟悉图像配准算法的一般流程，有相关项目经验；在学术会议或期刊上发表过相关学术论文，对图像配准对齐算法从传统方法到深度学习方法的发展有系统性认识；
4. 熟悉多视图几何者优先，熟悉OpenCV，Ceres，Eigen等的算法库；
5. 熟悉C/C++，python等编程语言，具备扎实的数学功底；
6. 良好的团队协作能力，能独立思考善于创新解决实际问题，能摸索高效工作方式；
7. 工作认真负责，学习能力强，能快速理解并重现论文中的算法。

"
310,算法工程师,图像处理算法工程师,30-60k,南京,经验不限-硕士-图像处理-C++,经验不限-硕士-图像处理-C++,某南京医疗器械公司,医疗器械-融资未公开-50-99人,南京,医疗器械-融资未公开-50-99人,"一、岗位职责：
1.结合临床评估，对超声图像进行性能研究和分析；
2.医学超声诊断设备的相关处理模块的研发、设计和实现；
3.结合临床评估结果，实现相关的医学超声图像处理算法并对参数进行优化和设置；
4.编写相关算法的文档。
二、","任职要求：
1.硕士及以上学历；
2.数字信号处理和图像处理方向、或声学与声学信号处理、或无线电信号、雷达等相关专业领域，
3.有超声行业图像算法/处理经验；
4.有扎实的信号处理基础知识；
5.熟练使用C++，掌握软件Visual Studio和Matlab的基本编程能力和调试方法；
6.熟悉人体解剖的基本知识和结构；
7.良好的沟通与合作能力，具有开放性的思维方式。"
311,算法工程师,图像处理算法工程师(SOL) (MJ001678),23-30k·15薪,宁波-余姚,3-5年-硕士-图像处理-深度学习-图像开发-算法设计-算法开发,3-5年-硕士-图像处理-深度学习-图像开发-算法设计-算法开发,舜宇,电子/半导体/集成电路-港股上市-10000人以上,宁波-余姚,电子/半导体/集成电路-港股上市-10000人以上,"岗位职责：
负责光学检测设备中算法系统的设计、开发等相关工作。
1. 参与半导体领域光学检测设备研发；
2. 基于深度学习技术的缺陷检测技术开发；
3. 相关领域新技术的探索和预研工作。

","任职要求：
1. 硕士及以上学历，计算机科学/应用、电子工程、数学、物理等相关专业，具备一定的光学知识。
2. 深刻理解与熟练掌握用于缺陷检测的先进图像处理技术、高性能计算以及机器学习算法，熟练使用Tensorflow、Pytorch等开源深度学习框架中的一种或多种；
3. 根据技术研发、产品工程化和生产的需要进行问题分析和阐述，提出可能的方案并开发原型，并进行可行性分析并评估性能；
4. 负责产品方案设计，进行代码开发、测试、调试及维护；
5. 熟练掌握C/C++及面向对象编程以及Python等脚本语言的开发；
6. 熟练掌握市面主流视觉硬件的选型及应用
7. 熟悉掌握深度学习主流的分类、检测与分割模型，具有相关项目经验者优先考虑；
8. 具备先进图像处理算法设计和软件开发调试的能力；
9. 具有良好的团队合作精神及良好的口头及书面沟通能力；"
312,算法工程师,图像处理算法工程师,12-18k,武汉-东西湖区,1-3年-硕士-ads-hfss-cadence,1-3年-硕士-ads-hfss-cadence,航天科工微电子系统研究院有限公司,航空/航天设备-100-499人,武汉-东西湖区,航空/航天设备-100-499人,,
313,算法工程师,图像处理算法高级开发工程师,20-25k·15薪,北京-朝阳区,经验不限-本科-图像处理-图像优化-OpenCV-C++-C/C++-C语言,经验不限-本科-图像处理-图像优化-OpenCV-C++-C/C++-C语言,经纬恒润,电子/半导体/集成电路-科创板上市-2000-5000人,北京-朝阳区,电子/半导体/集成电路-科创板上市-2000-5000人,"岗位职责：
1. 熟悉传统图像处理方法；
2. 对深度学习得到的语义信息，检测信息进行基于图像的后处理，以达到功能落地要求；
3. 使用异构硬件优化图像处理算法。

","任职资格：
1. 本科及以上学历，计算机/电子相关专业毕业，3年及以上嵌入式软件开发经验；
2. 熟练掌握C/C++语言，熟练使用Linux开发环境，熟练掌握Linux环境下的各种调试工具；
3. 熟悉opencv， opencl等图像处理库；
4. 熟悉CMake，交叉编译；
5. 熟悉计算机体系结构，异构计算arm neon/GPU/DSP；
6. 关注业界新技术、抗压能力强、有自驱力、有良好的沟通能力和团队合作精神。"
314,算法工程师,图像处理算法工程师,15-22k·13薪,北京,1-3年-统招本科-模式识别-视觉算法-人脸识别-图像处理-算法开发,1-3年-统招本科-模式识别-视觉算法-人脸识别-图像处理-算法开发,天地融科技,电子/半导体/集成电路-500-999人,北京,电子/半导体/集成电路-500-999人,"岗位职责：
从事生物识别方向的算法开发， 包括人脸识别、静脉识别、虹膜识别等

","岗位要求：
1、数学、模式识别、人工智能、计算机视觉等相关专业方向，本科以上学历；
2、较强的算法实现能力，熟练掌握 C/C++ 编程， 熟悉 Shell/Python/Matlab 编程；
3、熟练掌握计算机视觉和图像处理算法，并具备至少1年以上的相关工作经验。"
315,算法工程师,图像处理算法工程师,25-40k,上海-浦东新区,经验不限-统招本科-视觉算法-OpenCV,经验不限-统招本科-视觉算法-OpenCV,德科信息,互联网-战略投资-5000-10000人,上海-浦东新区,互联网-战略投资-5000-10000人,,
316,算法工程师,图像处理算法工程师,25-35k·14薪,苏州,经验不限-学历不限-数字图像-模式识别-图像处理-视觉算法-图像识别-OpenCV,经验不限-学历不限-数字图像-模式识别-图像处理-视觉算法-图像识别-OpenCV,某苏州知名公司,家电-已上市-5000-10000人,苏州,家电-已上市-5000-10000人,"上市公司，家庭和商用机器人算法岗位。
预算高，可给股票期权。

移动机器人——图像算法工程师
职责描述： 
1.负责现有地图美化功能的维护和升级，包括但不限于房屋主体轮廓提取、墙面拉直、小区域滤除等。
2.研究和探索地图分区方法，包括但不限于基于传统图像处理、基于深度学习以及基于语义特征的图像分割。设计融合分区策略，结合多种分区信息源，提高分区边界的查准率和查全率。
3.负责现有分区类别的划分方法的优化。设计和维护专家系统，根据区域特征来划分区域属性。
4.负责与上下游模块的联调和对接。
5.负责相关接口文档、技术实现文档的撰写工作。
","任职要求： 
1.	计算机、数字图像处理、模式识别等相关专业，有1年以上工作经验； 
2.	熟悉常用计算机视觉与数字图像处理算法，有区域分割、物体检测，图像分类，模式识别等经验者优先； 
3.	精通C++或Python，熟悉git，具备良好的代码编程、调试和维护能力;
4.	熟练掌握OpenCV等图像处理工具库； 
5.	善于沟通，具有责任心和团队意识；具备问题快速定位及解决能力。 
"
317,算法工程师,图像处理算法工程师,20-30k·15薪,成都-青羊区,3-5年-硕士-深度学习-图像处理-优化算法-算法优化-深度学习框架,3-5年-硕士-深度学习-图像处理-优化算法-算法优化-深度学习框架,成都思珀睿企业管理咨询有限公司,专业技术服务,成都-青羊区,专业技术服务,,
318,算法工程师,视觉图像处理算法工程师,15-25k,长沙,1-3年-硕士-c++-python,1-3年-硕士-c++-python,中联重科,机械/设备-沪深A股上市-10000人以上,长沙,机械/设备-沪深A股上市-10000人以上,"岗位职责:
1.承担基于RGB相机、热成像相机等传感器的图像处理算法开发；
2.参与包括融目标检测分类、状态监测等算法的工程化实现工作；
3.承担相关技术文件资料的编写，包括项目文件、测试报告、原理报告等。
","任职资格:
1.人工智能、计算机及相关专业硕士及以上学历；
2.具备较好的编程能力，熟练掌握C++或Python编程语言；
3.熟悉opencv等软件；熟悉基于视觉信息的物体检测/识别/跟踪、场景分割等算法；
4.具备较强的学习能力，具备良好的团队精神。"
319,算法工程师,图像处理算法工程师,5-10k·13薪,苏州-工业园区,经验不限-本科-C++-OpenCV-Halcon-视觉开发-算法研究-图像处理-C#-LabVIEW-算法设计-图像检测,经验不限-本科-C++-OpenCV-Halcon-视觉开发-算法研究-图像处理-C#-LabVIEW-算法设计-图像检测,苏州正方格自动化技术有限公司,仪器仪表-融资未公开-1-49人,苏州-工业园区,仪器仪表-融资未公开-1-49人,"职位描述：1.熟练使用Halcon、Labview或Opencv等视觉库中的一种，独立开发过实际视觉项目者优先；2.对项目进行快速反应，针对需求设计方案、验证方案；3.负责图像处理中图像特征抽取、对象识别(轮廓识别、行为识别、特征场景辨析、缺陷检测等)、图像智能搜索等算法的研究；4.研究图像处理算法，同时完成算法的实验调试，完成产品的研发设计；5.系统应用现场软件调试、算法修改；6.为客户提供现场技术支持。
",任职要求：1.精通C++、MFC、labview、C#中的一种.2.应届生或者三年以上工作经验能独立负责整个项目；3.硕士毕业有课题经验的应届毕业生；4.抗压力强，有责任心，有团队合作精神；5.能适用出差。
320,算法工程师,图像处理算法(SOLSH) (MJ002524),25-35k·15薪,上海-浦东新区,3-5年-硕士-图像处理-深度学习-图像开发-算法开发-算法设计,3-5年-硕士-图像处理-深度学习-图像开发-算法开发-算法设计,舜宇,电子/半导体/集成电路-港股上市-10000人以上,上海-浦东新区,电子/半导体/集成电路-港股上市-10000人以上,"岗位职责：
负责光学检测设备中算法系统的设计、开发等相关工作。
1. 参与半导体领域光学检测设备研发；
2. 基于深度学习技术的缺陷检测技术开发；
3. 相关领域新技术的探索和预研工作。

","任职要求：
1. 硕士及以上学历，计算机科学/应用、电子工程、数学、物理等相关专业，具备一定的光学知识。
2. 深刻理解与熟练掌握用于缺陷检测的先进图像处理技术、高性能计算以及机器学习算法，熟练使用Tensorflow、Pytorch等开源深度学习框架中的一种或多种；
3. 根据技术研发、产品工程化和生产的需要进行问题分析和阐述，提出可能的方案并开发原型，并进行可行性分析并评估性能；
4. 负责产品方案设计，进行代码开发、测试、调试及维护；
5. 熟练掌握C/C++及面向对象编程以及Python等脚本语言的开发；
6. 熟练掌握市面主流视觉硬件的选型及应用
7. 熟悉掌握深度学习主流的分类、检测与分割模型，具有相关项目经验者优先考虑；
8. 具备先进图像处理算法设计和软件开发调试的能力；
9. 具有良好的团队合作精神及良好的口头及书面沟通能力；
10.可以接受出差宁波，频次根据项目而定，预计每季度两周时间。"
321,算法工程师,图像处理算法工程师,35-65k,深圳,经验不限-本科-算法优化-图像拼接-图像重建-图像融合-C语言-C++-数字图像-图像分割-图像插值-机器视觉,经验不限-本科-算法优化-图像拼接-图像重建-图像融合-C语言-C++-数字图像-图像分割-图像插值-机器视觉,北京算能科技有限公司,计算机软件-100-499人,深圳,计算机软件-100-499人,,
322,算法工程师,图像处理算法工程师,18-28k,深圳-龙华区,1-3年-本科-C++-图像分析-图像增强-降噪-滤波,1-3年-本科-C++-图像分析-图像增强-降噪-滤波,深圳同皓聚辉光电科技有限公司,计算机软件-1-49人,深圳-龙华区,计算机软件-1-49人,"工作职责：
1、对公司产品中的图像质量类算法进行研究开发工作，改善图像质量、基于图像质量的分析工作等；
2、跟踪产品的用户反馈，改进算法设计；
3、辅助图像处理算法的DSP及FPGA移植工作；
4、总结、撰写图像质量类算法的技术资料，并形成技术专利。

","任职要求：

1、本科及以上学历，做事认真负责；
2、熟练掌握C、C++语言，掌握图像处理编程技术及软件工程化知识，熟练使用图像分析工具；
3、熟练使用英语，能顺利快速翻译英文文献；
4、数学功底好，能熟练使用数值分析，信号处理，概率统计等知识者"
323,算法工程师,图像处理算法工程师（屏幕成像优化）,30-40k,上海-浦东新区,1-3年-本科-视觉算法,1-3年-本科-视觉算法,德科信息,互联网-战略投资-5000-10000人,上海-浦东新区,互联网-战略投资-5000-10000人,"岗位职责：
1、负责VST领域Pipeline架构及流程的开发和维护；
2、 负责图像处理算法研究和视觉算法（包括图像新视角合成等算法）开发和实现；
3、配合其他工程师完成算法模块的集成、调试和优化。
","岗位要求：
1. 电子/计算机科学相关专业，本科以上学历；
2. 有具体的计算机视觉或者计算图形学相关的落地项目经验；
3. 具备良好的编程能力，精通C/C++/Matlab/Python编程。"
324,算法工程师,遥感图像处理算法工程师,12-16k·13薪,武汉-武昌区,1-3年-本科-图像处理-深度学习-深度学习框架,1-3年-本科-图像处理-深度学习-深度学习框架,武汉思众空间信息科技有限公司,计算机软件-融资未公开-1-49人,武汉-武昌区,计算机软件-融资未公开-1-49人,"遥感图像处理算法工程师    
岗位职责：
1、根据项目需求设计新的深度学习算法模型，对人工智能领域前沿文献进行研究，阅读论文、分析理论、优化模型；
2、负责系统架构师完成Linux各平台下软件产品的需求分析、系统框架与模块的设计过程；
3、负责软件产品中各功能模块的编码及单元测试过程；
4、配合运营人员完成软件产品的安装、部署及试用过程；
5、运行深度学习算法迭代，优化参数以及改进算法提高AI系统的效率；
6、负责产品的设计和功能更新开发，并且要按照给定的进度完成指定任务的编码及单元测试；
7、负责人工智能相关产品开发和维护工作，对自身负责模块的开发进度和代码质量负责。
8、按照有关制度和规范的要求，参与项目和产品的设计、编写设计文档。
9、根据项目计划参与编码工作，对产品需求、业务知识理解透彻。按照公司要求，保证各项成果提交的规范性、及时性。
10、服从上级安排，完成上级交办的其他任务。


","任职资格：
1. 有图像识别、图像处理、深度计算经验优先，本科及以上，计算机、通信、遥感、交通、数学等相关专业，1年及以上工作经验；
2. 熟练使用Python以及至少一种深度学习框架，及相关的图像处理工具如OpenCV等，如Tensorflow, Pytorch等；
3.熟练使用linux系统，能够在linux系统下开发、调试；
4. 具备良好的代码编写习惯和学习能力，具有较强的算法实现能力，能够独立复现前沿文献提出的模型，理解算法模型的局限性，并能在此基础上进行优化；
5.责任心强，善于沟通，自我驱动力强，乐于钻研，学习及逻辑思维能力强，具备良好的团队协作精神；
6. 吃苦耐劳，责任心强，善于发现问题所在，可以及时解决问题。
7. 有扎实的计算机基础，熟悉常用数据结构、算法、设计模式。"
