序号,岗位类别,岗位名称,薪酬,地点,学历要求,经验要求,企业名称,企业规模,所属地域,所属行业,岗位职责,岗位要求
187,导航技术工程师,slam算法工程师(A203572),30-40k·16薪,杭州-余杭区,3-5年-硕士-算法研究-机器视觉-定位算法-SLAM算法-SA算法,3-5年-硕士-算法研究-机器视觉-定位算法-SLAM算法-SA算法,Rokid,智能硬件-C轮-100-499人,杭州-余杭区,智能硬件-C轮-100-499人,"职责描述：
1、结合公司产品需求，负责增强现实(AR)相关SLAM、大规模场景建图及定位等算法设计、实现及产品研发；
2、适配公司不同的硬件平台，进行算法移植和优化；
3、参与SLAM、三维视觉等相关领域的算法预研和迭代开发。


","任职要求：
1、统招硕士以上学历，计算机/通信/电子/数学/控制等相关专业，三年以上计算机视觉或机器人领域知识背景；
2、有计算机视觉、Visual(-Inertial) SLAM、三维重建、定位等领域的研发和项目经验；
3、有扎实的工程实现能力，精通C++编程，熟悉Android开发；
4、有Visual(-Inertial) SLAM、大规模场景建图及定位算法研发经验者优先。"
188,导航技术工程师,算法工程师（SLAM 导航方向）,30-60k·13薪,沈阳,经验不限-硕士-SLAM算法-优化算法-算法优化-SA算法-导航算法-PCA算法-GA算法-滤波算法-算法开发-AS3,经验不限-硕士-SLAM算法-优化算法-算法优化-SA算法-导航算法-PCA算法-GA算法-滤波算法-算法开发-AS3,某沈阳工业自动化上市公司,工业自动化-已上市-2000-5000人,沈阳,工业自动化-已上市-2000-5000人,,
189,导航技术工程师,激光slam算法工程师,25-40k·13薪,深圳-宝安区,3-5年-本科-SLAM算法-SA算法,3-5年-本科-SLAM算法-SA算法,某深圳物联网公司,物联网-B轮-100-499人,深圳-宝安区,物联网-B轮-100-499人,"岗位职责：
1、负责扫地机底盘激光SLAM算法的优化和开发；
2、基于IMU/LiDAR/里程计等多传感器融合，进行不同场景下的建图、路径规划、导航、定位等方面的方案迭代优化； 
3、持续跟踪国内外相关领域进展，根据公司产品需要不断进行创新及性能提升；
","任职资格： 
1、熟悉激光SLAM算法原理，精通Cartographer、Karto等主流的SLAM开源系统，对至少其中一个框架有过优化经验；
2、熟悉OpenCV、Keras等等常用图像处理库，精通ICP算法、Kalman滤波器、图优化、运动方程求解等等典型SLAM方法； 
3、熟练使用Linux，熟悉ROS2系统。"
190,导航技术工程师,Slam资深算法工程师,40-60k·15薪,深圳,经验不限-统招本科-算法,经验不限-统招本科-算法,某大型高科技公司,通信业-10000人以上,深圳,通信业-10000人以上,"职责描述：
1. 面向VR/AR产品的VIO/SLAM算法的开发与实现；
2. 视觉、惯性传感器的标定，基于多传感器信息的追踪定位、环境建图、动作识别；
3. 调研相关领域的前沿技术进展及产品应用场景，推进前沿技术的产品落地
4. 撰写发明专利和技术文档
5. 对AR/VR等相关技术方案感兴趣，并具产品意识和架构思维

","任职要求：
1. 计算机、数学、机器人、自动化、人工智能等相关方向专业毕业，本科以上学历
2. 3年以上的VIO/SLAM开发经验，有VR定位开发落地经验者优先
3. 熟悉IMU，对VIO/SLAM算法有较深入的研究，至少熟悉一种或者多种经典SLAM框架，如VINS、ORB-SLAM、DSO、SVO等
4. 能熟练使用相关的软件开发库，如Eigen、PCL、OpenCV、ROS、Ceres Solver、g2o、gtsam等，能熟练使用C++进行编程
5. 能熟练阅读英文技术文献，并独立进行调研和分析

5、熟练掌握C/C++/Python语言，有较强的算法分析和实现能力；
6、良好的学习和研究能力，能够独立阅读英文文献。在国际一流学术期刊或会议上发表过机器学习/人工智能相关的研究成果的候选人优先。
"
191,导航技术工程师,激光SLAM算法工程师,30-40k·14薪,深圳,3-5年-统招本科-SLAM算法-SA算法,3-5年-统招本科-SLAM算法-SA算法,某深圳知名公司,物联网-B轮-100-499人,深圳,物联网-B轮-100-499人,"岗位职责：
1、负责扫地机底盘激光SLAM算法的优化和开发；
2、基于IMU/LiDAR/里程计等多传感器融合，进行不同场景下的建图、路径规划、导航、定位等方面的方案迭代优化； 
3、持续跟踪国内外相关领域进展，根据公司产品需要不断进行创新及性能提升；
","任职资格： 
1、熟悉激光SLAM算法原理，精通Cartographer、Karto等主流的SLAM开源系统，对至少其中一个框架有过优化经验；
2、熟悉OpenCV、Keras等等常用图像处理库，精通ICP算法、Kalman滤波器、图优化、运动方程求解等等典型SLAM方法； 
3、熟练使用Linux，熟悉ROS2系统。"
192,导航技术工程师,SLAM算法工程师,25-40k·15薪,杭州-滨江区,3-5年-统招本科-C++-SLAM算法-激光雷达-多传感器,3-5年-统招本科-C++-SLAM算法-激光雷达-多传感器,某知名公司,计算机硬件-A轮-50-99人,杭州-滨江区,计算机硬件-A轮-50-99人,"工作职责：
1.根据移动机器人应用场景，完成封闭环境下低速L4级自动驾驶相关的视觉/LidarSLAM算法研发与工程化落地；
2.在线多传感器融合 SLAM（多激光 + 多相机+IMU + 轮速）开发，负责大规模点云处理，包含点云降噪、分割、拼接等任务；
3.在线多传感器标定及大规模高精度地图的建立、定位与测试；
4.车辆 / 行人等动态物体的运动估计 (3D object tracking)；
5.配合其它工程师完成机器人整机集成和调试。

","任职要求：
1.控制工程、自动化、计算机等相关专业全日制本科及以上学历，3年以上行业经验；
2.具备扎实的 c/c++ 算法实现能力，熟悉Linux和ROS的使用；
3.熟悉多传感器融合框架和组合导航算法，有多线激光雷达SLAM算法开发经验优先；
4.熟悉常见的开源的SLAM算法，包括但不限于LOAM，LEGO-LOAM等，有SLAM落地项目经验优先；
5.熟悉卡尔曼等滤波算法，和最小二乘等非线性优化算法，熟练使用至少一种open AI 工具；
6.有着良好的团队合作精神，能够同公司内部的不同团队保持合作关系。"
193,导航技术工程师,语义SLAM算法工程师,35-60k·13薪,上海,3-5年-统招本科-语义SLAM-深度学习-卡尔曼滤波-滤波算法,3-5年-统招本科-语义SLAM-深度学习-卡尔曼滤波-滤波算法,某大型新能源汽车公司,人工智能-1000-2000人,上海,人工智能-1000-2000人,"工作职责：
使用海量众包的传感器数据，实现轻量语义地图的快速重建和高频更新，满足智能驾驶的高精定位和车道级规控需求。
（1）车端方向，利用深度学习和滤波/优化技术，实现结构化地图要素的实时3d重建
BEV框架下的地图要素端到端感知
实时建图：帧间跟踪、融合，局部稀疏语义slam
（2）云端方向，负责云端大尺度语义地图联合优化和融合更新
语义SLAM：数据关联匹配，多趟因子图优化，model-based slam
地图更新：变化检测机制、地图更新机制、地图置信度计算等
","任职要求：
计算机、机器人、测绘等相关专业，硕士及以上学历
3年以上的的视觉语义重建、LiDAR语义建图等高精地图相关工作经验，有特征跟踪、语义匹配经验者优先
有基于深度学习的视觉/lidar研发经验(如BEVFormer, BEVFusion, BEVDet, LanesNetwork, Occupancy Network, DroidSLAM等)优先
扎实的计算机视觉、空间几何、多视几何和线性代数基础
熟悉卡尔曼滤波、匈牙利算法、最小生成树等常用的特征跟踪算法
深入理解Pose Graph, BA等非线性优化理论 ，熟练使用ceres，gtsam等常用的优化工具
深入理解特征匹配、点云匹配、语义匹配、2d-3d匹配等技术方案和具体原理
熟悉VINS、ORB-SLAM、MVS、COLMAP等开源SLAM/SFM框架中的一种
熟悉C++和常用的数据结构、算法，熟悉Linux系统，具备扎实的工程实现能力"
194,导航技术工程师,SLAM算法工程师,30-60k·14薪,北京-海淀区,5-10年-硕士-SLAM算法-NEON-DSP开发,5-10年-硕士-SLAM算法-NEON-DSP开发,某北京人工智能公司,人工智能-C轮-100-499人,北京-海淀区,人工智能-C轮-100-499人,,
195,导航技术工程师,SLAM算法工程师,50-80k,沈阳,5-10年-硕士-PCA算法-SLAM算法-SA算法-优化算法-算法优化-GA算法-滤波算法-导航算法-算法开发-AS3,5-10年-硕士-PCA算法-SLAM算法-SA算法-优化算法-算法优化-GA算法-滤波算法-导航算法-算法开发-AS3,某知名上市公司,工业自动化-已上市-2000-5000人,沈阳,工业自动化-已上市-2000-5000人,"岗位职责：
1.负责视觉 SLAM/3D 激光 SLAM 的研发及工程化落地
2.负责多传感器融合导航技术研发及工程化落地
3.负责算法的优化、移植和产品化，完成系统集成和调试
4.产品软件总体方案设计和编码实现
5.跟踪技术发展潮流，为新产品开发提出合理建议
","任职资格：
1.熟悉 SLAM 算法如 cartographer、orb-slam、LOAM、FAST-LIO2 等
2.熟悉多传感器融合框架和组合导航算法,有 SLAM 算法开发经验优先
3.熟悉卡尔曼等滤波算法，最小二乘等非线性优化算法
4.具备良好的数学建模能力
5.精通 C/C++开发语言，有设计编写成套行业解决方案的经验
6.熟悉 ROS 等机器人开发平台，熟悉 OpenCV、Eigen、g2o 等开源代码
7 深入掌握数据结构、算法和操作系统知识
基本要求：
1、硕士以上学历，博士优先，985 高校优先；
2、5 年以上行业经验，3 年以上项目经验，带过研发团队者优先。"
196,导航技术工程师,SLAM算法工程师,30-40k,南京-江宁区,经验不限-硕士-三维重建-SLAM算法-SA算法-算法研究-视觉算法-C++,经验不限-硕士-三维重建-SLAM算法-SA算法-算法研究-视觉算法-C++,中国电子科技南湖研究院,专业技术服务-100-499人,南京-江宁区,专业技术服务-100-499人,"职责描述：
""1. 负责视觉SLAM算法和三维重建算法研发；
2. 负责视觉SLAM/三维重建算法在AR设备上落地；""
","任职要求：
""1、深入理解VIO/SLAM/SFM/三维重建等算法的一种或多种，拥有SLAM完整技术栈者优先；
2、数学基础扎实，熟悉计算机视觉、多视几何、非线性优化等；
3、编程功底扎实，熟练掌握C/C++和各种数据结构。
4、熟练的英文文献阅读能力；
5. 在计算机视觉、3D视觉等相关方向发表过高质量论文的优先；
6. 有良好的的团队合作意识""

"
197,导航技术工程师,SLAM算法工程师,30-45k,芜湖,3-5年-学历不限-图像分类-图像检测-感知机-激光雷达-机器视觉-视觉算法-深度学习-Caffe-PyTorch-深度学习框架,3-5年-学历不限-图像分类-图像检测-感知机-激光雷达-机器视觉-视觉算法-深度学习-Caffe-PyTorch-深度学习框架,某国内知名公司,整车制造-战略融资-10000人以上,芜湖,整车制造-战略融资-10000人以上,"岗位职责：
主导机器人感知（包括深度相机、 激光雷达) 前沿算法的研发和产品落地，包括：
1. 主导机器人视觉算法的研发，包括检测、分割、目标跟踪和三维重建，多模态融合等方向；
2. 主导核心算法项目及相关工具的研发和落地；
3、主导视觉SLAM和3D激光SLAM的产品落地。
","岗位要求：
1. 计算机、自动化、数学等专业，硕士及以上学历，7年以上相关工作经验；
2. 熟练掌握C/C++/Python等常用编程语言，熟练掌握Pytorch/Caffe/TF等一种或多种主流的深度学习框架，熟练使用Linux，Git等工具进行开发；
3. 精通机器学习和神经网络；精通图像分类、检测、跟踪、分割、点云感知、视频分析、 深度估计算法中的一种或多种，对算法有着深刻的理解和洞察力。
4. 有机器人视觉SLAM、3D激光SLAM相关落地经验者优先。"
198,导航技术工程师,SLAM算法工程师-无人机,25-50k,嘉兴-南湖区,3-5年-硕士-ROS-SLAM算法-无人机-无人车-定位与建图-自动驾驶-导航规划,3-5年-硕士-ROS-SLAM算法-无人机-无人车-定位与建图-自动驾驶-导航规划,中国电子科技南湖研究院,专业技术服务-100-499人,嘉兴-南湖区,专业技术服务-100-499人,"base嘉兴
新型研究院，事业单位，一线城市的薪酬、二线城市的房价、花园式的工作环境
岗位职责：
1. 负责视觉相机、激光雷达、IMU等数据的采集、多传感融合标定研究
2. 负责视觉SLAM、激光雷达SLAM算法研究（无人机、无人车上的自主定位与建图）
3. 负责应用SLAM技术在拒止环境下自主定位与建图，以及目标搜寻探索的相关应用落地研究
","任职要求：
• 精通C/C++/Python，掌握多线程编程；熟悉立体视觉、非线性优化、四元数、李群/李代数等基本知识
• 熟悉至少一种SLAM算法的基本原理和代码框架，例如VINS系列、ORB-SLAM、DSO、SVO、MSCKF等
• 熟悉多传感器标定方法，包括多相机外参数标定、相机与IMU空间与时间标定、IMU与智能体外参数标定等；
• 有自动驾驶领域或者无人系统领域开发经验者优先"
199,导航技术工程师,SLAM算法工程师,20-35k,上海-浦东新区,1-3年-硕士-SLAM算法-ROS-激光雷达,1-3年-硕士-SLAM算法-ROS-激光雷达,中原动力智能机器人有限公司,智能硬件-其他-100-499人,上海-浦东新区,智能硬件-其他-100-499人,"工作职责:
负责机器人SLAM算法开发工作，包括但不限于：
1、负责SLAM算法开发，包括建图、多传感器融合定位、规划等。
2、持续改进定位算法的定位精度、实时性、鲁棒性。
3、负责或指导测试工程师对导航系统进行测试和评估， 处理测试中出现的问题。
4、研发激光地图构建过程中的地图匹配、多源融合、闭环检测、地图拼接/扩展等算法。

","任职资格：
1、硕士及以上学历，电子、通信、自动化、计算机相关专业；
2、2年及以上无人配送车、移动服务机器人、无人清扫车、AGV相关行业经验；
3、熟悉基于激光雷达的SLAM算法、自主避障算法，有激光SLAM算法实际项目开发经验，3D SALM开发经验者优先， 具有Linux下基于Ros系统开发经验，熟练掌握相关算法，掌握主流定位方法；
4、英语CET-6，掌握C++/C Python；
5、较强的计划执行能力、发现和解决问题能力、协调沟通能力、创新能力、文字表达能力。"
200,导航技术工程师,激光SLAM算法工程师,25-50k·14薪,深圳,3-5年-本科-SLAM算法-SA算法,3-5年-本科-SLAM算法-SA算法,某深圳知名公司,物联网-B轮-100-499人,深圳,物联网-B轮-100-499人,"工作职责：
1、移动机器人底盘激光SLAM算法的优化和开发；
2、基于IMU/LiDAR/里程计等多传感器融合，进行不同场景下的建图、路径规划、导航、定位等方面的方案迭代优化；
3、持续跟踪国内外相关领域进展，根据公司产品需要不断进行创新及性能提升；

","任职要求：
1、熟悉激光SLAM算法原理，精通Cartographer、Karto等主流的SLAM开源系统，对至少其中一个框架有过优化经验；
2、熟悉OpenCV、Keras等等常用图像处理库，精通ICP算法、Kalman滤波器、图优化、运动方程求解等等典型SLAM方法；
3、熟练使用Linux，熟悉ROS2系统。
4.优先扫地机经验"
201,导航技术工程师,SLAM高性能计算（高级）工程师,20-40k,上海-浦东新区,1-3年-统招本科,1-3年-统招本科,进迭时空,电子/半导体/集成电路-天使轮-50-99人,上海-浦东新区,电子/半导体/集成电路-天使轮-50-99人,,
202,导航技术工程师,激光SLAM算法工程师,30-50k·15薪,深圳-宝安区,3-5年-统招本科-SLAM算法-SA算法,3-5年-统招本科-SLAM算法-SA算法,某深圳物联网公司,物联网-B轮-100-499人,深圳-宝安区,物联网-B轮-100-499人,"岗位职责：
1、负责扫地机底盘激光SLAM算法的优化和开发；
2、基于IMU/LiDAR/里程计等多传感器融合，进行不同场景下的建图、路径规划、导航、定位等方面的方案迭代优化； 
3、持续跟踪国内外相关领域进展，根据公司产品需要不断进行创新及性能提升；
","任职资格： 
1、熟悉激光SLAM算法原理，精通Cartographer、Karto等主流的SLAM开源系统，对至少其中一个框架有过优化经验；
2、熟悉OpenCV、Keras等等常用图像处理库，精通ICP算法、Kalman滤波器、图优化、运动方程求解等等典型SLAM方法； 
3、熟练使用Linux，熟悉ROS2系统。"
203,导航技术工程师,激光SLAM算法工程师,35-50k·14薪,深圳-宝安区,经验不限-硕士-SLAM算法-SA算法,经验不限-硕士-SLAM算法-SA算法,某深圳物联网公司,物联网-B轮-100-499人,深圳-宝安区,物联网-B轮-100-499人,"岗位职责：
1、移动机器人底盘激光SLAM算法的优化和开发；
2、基于IMU/LiDAR/里程计等多传感器融合，进行不同场景下的建图、路径规划、导航、定位等方面的方案迭代优化； 
3、持续跟踪国内外相关领域进展，根据公司产品需要不断进行创新及性能提升；

","任职资格： 
1、熟悉激光SLAM算法原理，精通Cartographer、Karto等主流的SLAM开源系统，对至少其中一个框架有过优化经验；
2、熟悉OpenCV、Keras等等常用图像处理库，精通ICP算法、Kalman滤波器、图优化、运动方程求解等等典型SLAM方法； 
3、熟练使用Linux，熟悉ROS2系统。
4、相关算法3年以上开发经验（优秀可放宽），本科及以上学历。"
204,导航技术工程师,SLAM算法工程师,30-60k·14薪,深圳,经验不限-统招本科-SLAM算法-OpenCV-Keras-Linux-ROS2-扫地机器人,经验不限-统招本科-SLAM算法-OpenCV-Keras-Linux-ROS2-扫地机器人,某深圳专业服务公司,专业技术服务-50-99人,深圳,专业技术服务-50-99人,"岗位职责：
1、移动机器人底盘激光SLAM算法的优化和开发；
2、基于IMUNLIDAR/里程计等多传感器融合，进行不同场景下的建图、路径规划、导航、定位等方面的方案迭代优化；
3、持续跟踪国内外相关领域进展，根据公司产品需要不断进行创新及性能提升。

","任职资格：
1、熟悉激光SLAM算法原理，精通Cartographer、Karto等主流的SLAM开源系统，对至少其中一个框架有过优化经验；
2、熟悉OpenCV、Keras等等常用图像处理库，精通ICP算法、Kalman清波器、图优化、运动方程求解等等典型SLAM方法；
3、熟练使用Linux，熟悉ROS2系统。"
205,导航技术工程师,SLAM算法工程师,20-50k·13薪,北京-朝阳区,3-5年-本科-SLAM算法-SA算法-激光雷达-优化算法-算法优化-算法设计-算法开发-机器视觉,3-5年-本科-SLAM算法-SA算法-激光雷达-优化算法-算法优化-算法设计-算法开发-机器视觉,北京尚闻科技(集团)有限公司,专业技术服务-100-499人,北京-朝阳区,专业技术服务-100-499人,"产品介绍：AI智能机器人，请搜索查看：小笨智能机器人
自己公司研发团队，非外派外包。

【需求说明】：负责公司机器人自主移动底盘SLAM算法设计、开发与优化 （注：底盘研发）。
【需求人数】：3人
【岗位关键词】：激光雷达SLAM算法，3D视觉，避障，ROS系统，导航，定位

【岗位职责】：
1.负责基于高精度地图、相机、IMU等传感器的语义SLAM相关系统研发；
2.负责视觉、深度、激光等传感器数据融合，算法优化；
3.负责机器人产品导航、定位、轨迹规划、避障等算法开发及落地。

【","任职要求】：
1.本科以上学历（民教网学历不能接受），硕博优先；数学、计算机、软件、自动化、电子信息等相关专业，3年以上工作经验；
2.精通 C++编程，熟悉 Linux及ROS系统；
3.掌握 SLAM基础理论和算法；
4.有移动底盘或机器人产品工程化经验，有激光雷达、3D 视觉、三维重建、机器学习等领域研发经验者优先；
5.具备良好的逻辑沟通能力和解决实际问题的能力，有较强的的独立工作能力和团队精神。
6.能短期出差。"
206,导航技术工程师,SLAM算法工程师,25-40k,上海-徐汇区,3-5年-统招本科-C/C++-SLAM算法-Matlab-算法研究,3-5年-统招本科-C/C++-SLAM算法-Matlab-算法研究,维坤智能科技(上海)有限公司,计算机软件-B轮-100-499人,上海-徐汇区,计算机软件-B轮-100-499人,"工作职责
1.	负责视觉SLAM算法系统的设计与研发
2.	负责研发适应动态环境下的无人机自主定位相算法，多传感器（单/双目相机、IMU设备）融合
3.	负责无人机自主导航中的路径规划算法
","任职要求：
1.	掌握SLAM的基础理论和算法，以SLAM算法为专业研究方向者优先；
2.	了解机器人室内导航相关技术，有实际SLAM开发经验或相关比赛经验者优先；
3.	具有良好的C/C++、MATLAB编程基础，有Linux开发经验；
4.	熟悉ROS，熟悉机器人视觉导航及传感器标定与姿态估计；"
207,导航技术工程师,SLAM算法工程师,25-40k·14薪,深圳-南山区,3-5年-本科-SLAM算法-SA算法-GA算法-PCA算法-EM算法-激光雷达-决策树-视觉算法,3-5年-本科-SLAM算法-SA算法-GA算法-PCA算法-EM算法-激光雷达-决策树-视觉算法,乐动机器人,人工智能-其他-500-999人,深圳-南山区,人工智能-其他-500-999人,"主要内容：
1、激光雷达建图定位算法的设计编写、优化更新；
2、负责多传感器数据融合和参数适配；
3、先进算法适应性预研与评估；
4、负责SLAM算法嵌入式平台工程落地；
5、负责SLAM业务逻辑流程设计；

","任职要求：
1.本科及以上学历及以上学历，理工科相关专业；
2.丰富的C++/C编程经验，精通算法及数据结构相关知识；
3.熟悉常见的激光SLAM算法如Gmapping、Cartographer等，或常见的视觉SLAM算法如ORB-SLAM、VINS等；
4.成功的机器人算法项目经验，机器人行业优先。"
208,导航技术工程师,SLAM算法工程师,40-70k·16薪,北京,经验不限-硕士-VR开发,经验不限-硕士-VR开发,某北京人工智能公司,人工智能-C轮-100-499人,北京,人工智能-C轮-100-499人,,
209,导航技术工程师,激光SLAM算法工程师,20-45k·13薪,北京-朝阳区,3-5年-统招本科-SLAM算法-SA算法-算法开发-激光雷达-优化算法-算法优化-算法设计-机器视觉,3-5年-统招本科-SLAM算法-SA算法-算法开发-激光雷达-优化算法-算法优化-算法设计-机器视觉,北京尚闻科技(集团)有限公司,专业技术服务-100-499人,北京-朝阳区,专业技术服务-100-499人,"产品介绍：AI智能机器人，请搜索查看：小笨智能机器人
自己公司研发团队，非外派外包。

【需求说明】：负责公司机器人自主移动底盘SLAM算法设计、开发与优化 （注：底盘研发）。

【岗位关键词】：激光雷达SLAM算法，3D视觉，避障，ROS系统，导航，定位

【岗位职责】：
1.负责基于高精度地图、相机、IMU等传感器的语义SLAM相关系统研发；
2.负责视觉、深度、激光等传感器数据融合，算法优化；
3.负责机器人产品导航、定位、轨迹规划、避障等算法开发及落地。

【","任职要求】：
1.本科以上学历（民教网学历不能接受），硕博优先；数学、计算机、软件、自动化、电子信息等相关专业，3年以上工作经验；
2.精通 C++编程，熟悉 Linux及ROS系统；
3.掌握 SLAM基础理论和算法；
4.有移动底盘或机器人产品工程化经验，有激光雷达、3D 视觉、三维重建、机器学习等领域研发经验者优先；
5.具备良好的逻辑沟通能力和解决实际问题的能力，有较强的的独立工作能力和团队精神。
6.能短期出差（提供公寓）。"
210,导航技术工程师,SLAM算法工程师,50-80k,嘉兴,5-10年-硕士-SLAM算法-SA算法-激光雷达-自动驾驶-算法研究,5-10年-硕士-SLAM算法-SA算法-激光雷达-自动驾驶-算法研究,某国内专业技术服务公司,专业技术服务-融资未公开-100-499人,嘉兴,专业技术服务-融资未公开-100-499人,,
211,导航技术工程师,激光SLAM定位工程师,20-40k,武汉-蔡甸区,3-5年-本科-SLAM算法-SA算法-定位算法-算法研究-算法开发-R语言,3-5年-本科-SLAM算法-SA算法-定位算法-算法研究-算法开发-R语言,东风汽车,整车制造-港股上市-10000人以上,武汉-蔡甸区,整车制造-港股上市-10000人以上,"岗位职责:
1. 负责实现基于激光传感器的SLAM算法开发和应用；
2. 负责制作和更新覆盖各种复杂场景的激光点云地图；
3. 负责将建图与定位算法应用在适配场景；
4. 激光SLAM定位技术方向的创新及前瞻研究。
","任职资格:
1. 对自动驾驶行业感兴趣，具有激光SLAM算法研究和工程经验；
2. 熟悉开源SLAM框架，如NDT、lego-loam、lio-sam等；
3. 具有大场景点云地图制作经验者优先；
4. 熟悉linux开发环境，有ROS开发经验,熟悉C/C++、Python等编程语言。"
212,导航技术工程师,SLAM算法工程师,50-80k,北京,经验不限-硕士-算法研究-算法开发,经验不限-硕士-算法研究-算法开发,某北京计算机硬件公司,计算机硬件-B轮-50-99人,北京,计算机硬件-B轮-50-99人,,
213,导航技术工程师,SLAM算法工程师,25-50k·14薪,北京-海淀区,3-5年-硕士-视觉slam-传感器融合,3-5年-硕士-视觉slam-传感器融合,智华汽车,电子/半导体/集成电路-100-499人,北京-海淀区,电子/半导体/集成电路-100-499人,"岗位职责：
1、负责基于视觉的SLAM算法开发；
2、负责多传感器融合算法开发；
3、负责L2/L3级别项目（自动泊车/记忆泊车等）相关算法落地开发；
4、研究深度学习在SLAM领域的应用。
","任职要求：
1、硕士及以上学历，数学、控制工程、自动化、计算机相关专业；
2、熟悉相机、imu、gnss等一种或多种传感器数据;
3、熟悉SLAM相关算法的原理和应用；
4、精通C/C++、python至少一种编程语言, 熟悉Linux、ROS开发环境；
5、会使用常见优化工具，ceres, g2o等，熟悉经典开源SLAM框架。"
214,导航技术工程师,激光SLAM定位,15-25k,武汉-江夏区,1-3年-本科-SLAM算法-SA算法-定位算法-算法研究-算法开发-R语言,1-3年-本科-SLAM算法-SA算法-定位算法-算法研究-算法开发-R语言,东风悦享科技有限公司,人工智能-100-499人,武汉-江夏区,人工智能-100-499人,"岗位职责：
1. 负责实现基于激光传感器的SLAM算法开发和应用；
2. 负责制作和更新覆盖各种复杂场景的激光点云地图；
3. 负责将建图与定位算法应用在适配场景；
4. 激光SLAM定位技术方向的创新及前瞻研究。
","任职要求：
1. 对自动驾驶行业感兴趣，具有激光SLAM算法研究和工程经验；
2. 熟悉开源SLAM框架，如NDT、lego-loam、lio-sam等；
3. 具有大场景点云地图制作经验者优先；
4. 熟悉linux开发环境，有ROS开发经验,熟悉C/C++、Python等编程语言。"
215,导航技术工程师,视觉slam算法工程师,20-40k·13薪,成都,3-5年-本科-图像开发-人工智能领域,3-5年-本科-图像开发-人工智能领域,浙江吉利控股集团,整车制造-10000人以上,成都,整车制造-10000人以上,"1、负责自动驾驶中 VSLAM 算法的长期研发和迭代；2、负责多源传感器（包括但不限于相机与 IMU ／毫米波雷达）的 VSLAM 算法的实现及优化，结合多源传感器数据进行融合处理；
3、研究当前多视图几何、 VIO 、 SLAM 相关算法各功能模块原理及算法优化改进；
4、负责VSLAM建图定位开发工作
","岗位要求：
1、有视觉 SLAM 开发经验，精通相关的 vSLAM 算法，如 ORB - SLAM 、 SVO 、 DSO 、 MonoSLAM ,以及 RGB - D 等；熟悉多传感器融合框架，熟练掌握 VIO 算法；
2、计算机、电子工程、自动化、人工智能、模式识别等相关专业，本科及以上学历
3、熟练掌握 C / C ++，熟悉 Eigen 、g2o等计算库；
4、数学基础良好，掌握常用的线性代数、矩阵分析相关知识和库；
5、熟悉 VSLAM 常用的算法模块和计算流程，比如特征提取、回环检测、重定位等；
6、至少具有以下一方面的开发经验（ ROS 、
 OpenCV 、 SLAM )"
216,导航技术工程师,高级slam算法工程师,45-70k·14薪,杭州-滨江区,5-10年-硕士-激光雷达-fast-lio-SLAM算法-建图-定位算法,5-10年-硕士-激光雷达-fast-lio-SLAM算法-建图-定位算法,杭州臻视界数字科技有限公司,IT服务-50-99人,杭州-滨江区,IT服务-50-99人,"岗位职责：
1、基于多传感器的融合定位算法设计、研发和系统构建;主要基于camera、lidar（激光雷达）等传感器和地图数据的融合；
2、负责高精度点云地图重建算法的开发和现有算法的优化和移植。

","任职要求：
1、硕士及以上学历，机器视觉、数学、电子、通信或计算机等相关专业，五年以上工作经验； 
2、精通激光雷达的扫描原理，拥有多线雷达算法开发经验；
3、掌握激光或视觉SLAM基础理论及算法，以SLAM算法为专业研究方向, 了解前沿技术与产品；
4、熟悉常用开源SLAM项目，如：Cartographer、ORB-SLAM、VINS、FAST-LIO、R3LIVE等；
5、熟悉激光雷达、相机、IMU的联合标定算法，理解传感器参数与误差模型；
6、具有较强的编程能力，熟悉C/C++或python。熟悉Linux环境，具有良好的代码编写习惯。有ROS开发经验优先；
7、有能力阅读最新学术论文，具备创新精神；
8、有成熟SLAM产品落地者优先。"
217,导航技术工程师,激光SLAM算法工程师,30-40k·13薪,深圳-宝安区,5-10年-硕士-SLAM算法-SA算法,5-10年-硕士-SLAM算法-SA算法,某深圳物联网公司,物联网-B轮-100-499人,深圳-宝安区,物联网-B轮-100-499人,"岗位职责：
1、负责扫地机底盘激光SLAM算法的优化和开发；
2、基于IMU/LiDAR/里程计等多传感器融合，进行不同场景下的建图、路径规划、导航、定位等方面的方案迭代优化； 
3、持续跟踪国内外相关领域进展，根据公司产品需要不断进行创新及性能提升；
","任职资格： 
1、熟悉激光SLAM算法原理，精通Cartographer、Karto等主流的SLAM开源系统，对至少其中一个框架有过优化经验；
2、熟悉OpenCV、Keras等等常用图像处理库，精通ICP算法、Kalman滤波器、图优化、运动方程求解等等典型SLAM方法； 
3、熟练使用Linux，熟悉ROS2系统。"
